atomic_radius,atomic_mass,Z,X,number,max_oxidation_state,min_oxidation_state,row,group,atomic_radius_calculated,van_der_waals_radius,mendeleev_no,molar_volume,boiling_point,melting_point,critical_temperature,density_of_solid,average_ionic_radius,average_cationic_radius,average_anionic_radius,lattice_lengthx,lattice_lengthy,lattice_lengthz,lattice_anglesA,lattice_anglesB,lattice_anglesC,com_average_electroneg,com_num_atoms,com_total_electrons,com_weight
0.243333333,14.8994076,7.133333333,1.009333333,7.133333333,1.266666667,-0.866666667,1.666666667,17.13333333,0.435333333,1.494,33.6,17.42933333,88.858,93.73533333,162.0753333,381.8,0.296,0.082,0.344,4.898086724,5.203676051,5.264995979,91.24540978,106.1079532,106.0466203,2.702,15,92,188.7255896
0.243333333,14.8994076,7.133333333,1.009333333,7.133333333,1.266666667,-0.866666667,1.666666667,17.13333333,0.435333333,1.494,33.6,17.42933333,88.858,93.73533333,162.0753333,381.8,0.296,0.082,0.344,4.745155074,4.853147466,5.534042238,100.464804,92.75111125,100.3744165,2.702,15,92,188.7255896
0.243333333,14.8994076,7.133333333,1.009333333,7.133333333,1.266666667,-0.866666667,1.666666667,17.13333333,0.435333333,1.494,33.6,17.42933333,88.858,93.73533333,162.0753333,381.8,0.296,0.082,0.344,3.462327261,4.951757431,7.278436238,86.42610927,87.37178854,80.81109768,2.702,15,92,188.7255896
0.243333333,14.8994076,7.133333333,1.009333333,7.133333333,1.266666667,-0.866666667,1.666666667,17.13333333,0.435333333,1.494,33.6,17.42933333,88.858,93.73533333,162.0753333,381.8,0.296,0.082,0.344,3.422141634,4.827416146,7.535992096,87.93812347,86.3106246,82.40040059,2.702,15,92,188.7255896
0.243333333,14.8994076,7.133333333,1.009333333,7.133333333,1.266666667,-0.866666667,1.666666667,17.13333333,0.435333333,1.494,33.6,17.42933333,88.858,93.73533333,162.0753333,381.8,0.296,0.082,0.344,3.524826474,4.736240565,7.460719022,90.04925535,93.17782807,90.59220595,2.702,15,92,188.7255896
0.2,15.790201,7.5,0.721666667,7.5,1,-0.666666667,1.666666667,17.33333333,0.431666667,1.495,25.16666667,17.46166667,96.7575,107.2691667,178.7616667,477.25,0.2125,0.07875,0.215,4.4686518,4.551805843,4.832455278,103.7836836,91.23437021,89.09613308,2.728333333,12,78,161.7002496
0.2,15.790201,7.5,0.721666667,7.5,1,-0.666666667,1.666666667,17.33333333,0.431666667,1.495,25.16666667,17.46166667,96.7575,107.2691667,178.7616667,477.25,0.2125,0.07875,0.215,4.4410002,4.641243263,4.783982392,103.7156362,93.44713555,86.62312727,2.728333333,12,78,161.7002496
0.2,15.790201,7.5,0.721666667,7.5,1,-0.666666667,1.666666667,17.33333333,0.431666667,1.495,25.16666667,17.46166667,96.7575,107.2691667,178.7616667,477.25,0.2125,0.07875,0.215,3.795102534,4.463730876,5.729333169,88.29776796,82.48269587,87.40470455,2.728333333,12,78,161.7002496
0.2,15.790201,7.5,0.721666667,7.5,1,-0.666666667,1.666666667,17.33333333,0.431666667,1.495,25.16666667,17.46166667,96.7575,107.2691667,178.7616667,477.25,0.2125,0.07875,0.215,3.575300836,4.652272022,6.379862754,76.0132723,75.34231212,75.49085494,2.728333333,12,78,161.7002496
0.2,15.790201,7.5,0.721666667,7.5,1,-0.666666667,1.666666667,17.33333333,0.431666667,1.495,25.16666667,17.46166667,96.7575,107.2691667,178.7616667,477.25,0.2125,0.07875,0.215,3.544158906,4.610408861,5.971093605,94.59046604,91.61922936,100.6892227,2.728333333,12,78,161.7002496
0.2,15.790201,7.5,0.721666667,7.5,1,-0.666666667,1.666666667,17.33333333,0.431666667,1.495,25.16666667,17.46166667,96.7575,107.2691667,178.7616667,477.25,0.2125,0.07875,0.215,4.168073481,4.327494407,5.602506852,89.96448433,89.69527627,85.73797975,2.728333333,12,78,161.7002496
0.257142857,15.82008657,7.571428571,1.11,7.571428571,1.142857143,-0.857142857,1.714285714,17.14285714,0.438571429,1.498571429,36,17.44714286,95.82071429,99.77357143,175.31,409.0714286,0.362142857,0.0675,0.364285714,4.674990159,5.045013394,5.072298879,100.8792505,96.44956772,95.99998701,2.772857143,14,92,189.7136496
0.257142857,15.82008657,7.571428571,1.11,7.571428571,1.142857143,-0.857142857,1.714285714,17.14285714,0.438571429,1.498571429,36,17.44714286,95.82071429,99.77357143,175.31,409.0714286,0.362142857,0.0675,0.364285714,4.619778307,5.268469231,4.881185894,79.76597675,85.27991982,97.49620958,2.772857143,14,92,189.7136496
0.257142857,15.82008657,7.571428571,1.11,7.571428571,1.142857143,-0.857142857,1.714285714,17.14285714,0.438571429,1.498571429,36,17.44714286,95.82071429,99.77357143,175.31,409.0714286,0.362142857,0.0675,0.364285714,3.331108987,4.712548792,7.365003022,90.08163781,90.00269456,99.22341702,2.772857143,14,92,189.7136496
0.225,18.64689112,8.8,0.96,8.8,0.6,-0.6,1.8,17.4,0.442,1.506,30.2,16.52,116.032,127.581,215.256,572.7,0.2625,0.088,0.245,4.360590745,4.419449175,4.425759057,74.5523021,87.25423767,87.07675644,2.923,10,78,163.6730696
0.225,18.64689112,8.8,0.96,8.8,0.6,-0.6,1.8,17.4,0.442,1.506,30.2,16.52,116.032,127.581,215.256,572.7,0.2625,0.088,0.245,3.880580564,4.613172061,5.376360768,87.52480751,68.86917308,72.08096807,2.923,10,78,163.6730696
0.225,18.64689112,8.8,0.96,8.8,0.6,-0.6,1.8,17.4,0.442,1.506,30.2,16.52,116.032,127.581,215.256,572.7,0.2625,0.088,0.245,3.67432173,4.717272275,5.295238019,85.17419151,76.35271777,67.93434176,2.923,10,78,163.6730696
0.225,18.64689112,8.8,0.96,8.8,0.6,-0.6,1.8,17.4,0.442,1.506,30.2,16.52,116.032,127.581,215.256,572.7,0.2625,0.088,0.245,3.37102398,4.672031536,5.672916548,77.22991742,82.78684461,70.75291461,2.923,10,78,163.6730696
0.225,18.64689112,8.8,0.96,8.8,0.6,-0.6,1.8,17.4,0.442,1.506,30.2,16.52,116.032,127.581,215.256,572.7,0.2625,0.088,0.245,3.492974204,4.722972612,5.518000145,90.17691001,105.9010887,106.6310596,2.923,10,78,163.6730696
0.225,18.64689112,8.8,0.96,8.8,0.6,-0.6,1.8,17.4,0.442,1.506,30.2,16.52,116.032,127.581,215.256,572.7,0.2625,0.088,0.245,3.696671182,4.784258939,5.159268606,86.76166754,76.8011884,67.75154194,2.923,10,78,163.6730696
0.225,18.64689112,8.8,0.96,8.8,0.6,-0.6,1.8,17.4,0.442,1.506,30.2,16.52,116.032,127.581,215.256,572.7,0.2625,0.088,0.245,3.454221901,4.717727392,5.549908744,78.27525175,78.21956319,72.39847744,2.923,10,78,163.6730696
0.25,16.78993417,8,1.008333333,8,1.166666667,-0.833333333,1.75,17.16666667,0.445833333,1.505,33.5,17.15833333,103.9225,111.7566667,191.2125,477.25,0.3175,0.07875,0.32,4.466582479,4.989342329,4.78655353,83.52500048,71.32817581,87.37600975,2.798333333,12,84,174.6990096
0.25,16.78993417,8,1.008333333,8,1.166666667,-0.833333333,1.75,17.16666667,0.445833333,1.505,33.5,17.15833333,103.9225,111.7566667,191.2125,477.25,0.3175,0.07875,0.32,4.569225416,4.844176966,5.223080619,77.68041713,78.46308721,71.38838976,2.798333333,12,84,174.6990096
0.207142857,12.16752971,5.857142857,0.846666667,5.857142857,1.285714286,-0.80952381,1.523809524,17.19047619,0.415238095,1.475714286,28.95238095,17.91238095,67.54714286,70.5752381,121.6609524,272.7142857,0.211428571,0.085714286,0.311428571,5.427535985,5.472995153,5.480631094,88.74122351,88.22717089,91.67868791,2.551904762,21,102,203.7799896
0.207142857,12.16752971,5.857142857,0.846666667,5.857142857,1.285714286,-0.80952381,1.523809524,17.19047619,0.415238095,1.475714286,28.95238095,17.91238095,67.54714286,70.5752381,121.6609524,272.7142857,0.211428571,0.085714286,0.311428571,4.980033459,5.682083904,5.806656823,87.71632632,87.01544869,87.40071583,2.551904762,21,102,203.7799896
0.213636364,17.04295545,8.090909091,0.823636364,8.090909091,0.818181818,-0.636363636,1.727272727,17.36363636,0.435454545,1.500909091,27.45454545,17.48727273,106.3372727,116.1845455,197.1227273,520.6363636,0.289090909,0.06,0.229090909,4.353439839,4.740061528,4.406054308,73.57542772,87.87713273,89.11158681,2.820909091,11,78,162.6883096
0.213636364,17.04295545,8.090909091,0.823636364,8.090909091,0.818181818,-0.636363636,1.727272727,17.36363636,0.435454545,1.500909091,27.45454545,17.48727273,106.3372727,116.1845455,197.1227273,520.6363636,0.289090909,0.06,0.229090909,3.469425783,4.819383973,5.735280333,79.9574563,80.73579628,70.29526399,2.820909091,11,78,162.6883096
0.213636364,17.04295545,8.090909091,0.823636364,8.090909091,0.818181818,-0.636363636,1.727272727,17.36363636,0.435454545,1.500909091,27.45454545,17.48727273,106.3372727,116.1845455,197.1227273,520.6363636,0.289090909,0.06,0.229090909,4.41806705,4.45621224,4.61960723,105.2901984,91.64824718,89.81014261,2.820909091,11,78,162.6883096
0.213636364,17.04295545,8.090909091,0.823636364,8.090909091,0.818181818,-0.636363636,1.727272727,17.36363636,0.435454545,1.500909091,27.45454545,17.48727273,106.3372727,116.1845455,197.1227273,520.6363636,0.289090909,0.06,0.229090909,3.433690578,4.842203282,5.785290682,79.27499314,80.64568169,69.64881866,2.820909091,11,78,162.6883096
0.213636364,17.04295545,8.090909091,0.823636364,8.090909091,0.818181818,-0.636363636,1.727272727,17.36363636,0.435454545,1.500909091,27.45454545,17.48727273,106.3372727,116.1845455,197.1227273,520.6363636,0.289090909,0.06,0.229090909,3.865970286,4.807444232,5.243713569,85.79145751,75.82028612,67.41226819,2.820909091,11,78,162.6883096
0.213636364,17.04295545,8.090909091,0.823636364,8.090909091,0.818181818,-0.636363636,1.727272727,17.36363636,0.435454545,1.500909091,27.45454545,17.48727273,106.3372727,116.1845455,197.1227273,520.6363636,0.289090909,0.06,0.229090909,3.508404665,4.737114429,5.712997313,94.01625079,96.81171366,110.2926841,2.820909091,11,78,162.6883096
0.213636364,17.04295545,8.090909091,0.823636364,8.090909091,0.818181818,-0.636363636,1.727272727,17.36363636,0.435454545,1.500909091,27.45454545,17.48727273,106.3372727,116.1845455,197.1227273,520.6363636,0.289090909,0.06,0.229090909,3.307819975,4.54100677,6.023445726,101.9922456,91.41652753,99.43045923,2.820909091,11,78,162.6883096
0.213636364,17.04295545,8.090909091,0.823636364,8.090909091,0.818181818,-0.636363636,1.727272727,17.36363636,0.435454545,1.500909091,27.45454545,17.48727273,106.3372727,116.1845455,197.1227273,520.6363636,0.289090909,0.06,0.229090909,3.483438938,5.200210748,5.220668063,91.00290964,107.7702508,97.79156039,2.820909091,11,78,162.6883096
0.194444444,18.60783422,8.777777778,0.624444444,8.777777778,0.777777778,-0.555555556,1.777777778,17.44444444,0.444444444,1.51,22.22222222,17.11111111,119.4766667,135.8088889,223.1733333,636.3333333,0.213333333,0.073333333,0.14,3.4972694,4.749323415,5.087097172,82.6894182,70.67254109,69.02347435,2.865555556,9,70,147.6736696
0.194444444,18.60783422,8.777777778,0.624444444,8.777777778,0.777777778,-0.555555556,1.777777778,17.44444444,0.444444444,1.51,22.22222222,17.11111111,119.4766667,135.8088889,223.1733333,636.3333333,0.213333333,0.073333333,0.14,4.223738377,4.356029962,4.413273593,80.35419605,82.97174503,81.92568279,2.865555556,9,70,147.6736696
0.205555556,12.97256778,6.222222222,0.818888889,6.222222222,1.222222222,-0.777777778,1.555555556,17.22222222,0.418888889,1.48,28.11111111,17.81222222,74.03833333,78.72944444,134.35,318.1666667,0.211666667,0.084166667,0.29,4.575652795,5.311338425,5.878856356,94.3486307,100.2288051,90.96955195,2.591111111,18,94,189.7534096
0.205555556,12.97256778,6.222222222,0.818888889,6.222222222,1.222222222,-0.777777778,1.555555556,17.22222222,0.418888889,1.48,28.11111111,17.81222222,74.03833333,78.72944444,134.35,318.1666667,0.211666667,0.084166667,0.29,4.891815954,5.051305039,5.83526249,89.29675954,86.94055758,74.87107554,2.591111111,18,94,189.7534096
0.205555556,12.97256778,6.222222222,0.818888889,6.222222222,1.222222222,-0.777777778,1.555555556,17.22222222,0.418888889,1.48,28.11111111,17.81222222,74.03833333,78.72944444,134.35,318.1666667,0.211666667,0.084166667,0.29,5.086120535,5.32256648,5.354629094,103.1905675,94.82066504,95.1296302,2.591111111,18,94,189.7534096
0.205555556,12.97256778,6.222222222,0.818888889,6.222222222,1.222222222,-0.777777778,1.555555556,17.22222222,0.418888889,1.48,28.11111111,17.81222222,74.03833333,78.72944444,134.35,318.1666667,0.211666667,0.084166667,0.29,5.275940133,5.290364741,5.373254026,96.96326063,96.5146004,99.39816621,2.591111111,18,94,189.7534096
0.205555556,12.97256778,6.222222222,0.818888889,6.222222222,1.222222222,-0.777777778,1.555555556,17.22222222,0.418888889,1.48,28.11111111,17.81222222,74.03833333,78.72944444,134.35,318.1666667,0.211666667,0.084166667,0.29,4.729492008,5.238661691,5.750429512,87.98136277,89.95999375,78.89552586,2.591111111,18,94,189.7534096
0.205555556,12.97256778,6.222222222,0.818888889,6.222222222,1.222222222,-0.777777778,1.555555556,17.22222222,0.418888889,1.48,28.11111111,17.81222222,74.03833333,78.72944444,134.35,318.1666667,0.211666667,0.084166667,0.29,4.718967104,5.498355009,5.809083138,94.27259846,102.3839774,101.4227545,2.591111111,18,94,189.7534096
0.205555556,12.97256778,6.222222222,0.818888889,6.222222222,1.222222222,-0.777777778,1.555555556,17.22222222,0.418888889,1.48,28.11111111,17.81222222,74.03833333,78.72944444,134.35,318.1666667,0.211666667,0.084166667,0.29,4.120031171,5.496113534,6.409996875,97.8181928,92.80935501,97.85471769,2.591111111,18,94,189.7534096
0.23125,14.0938135,6.75,0.92125,6.75,1.375,-0.875,1.625,17.125,0.4325,1.49,31.5,17.41375,82.765625,88.451875,150.495,357.9375,0.238125,0.0946875,0.32625,4.488048288,5.391097699,5.413293023,89.38219573,89.3611818,89.1459353,2.64,16,92,187.7375296
0.23125,14.0938135,6.75,0.92125,6.75,1.375,-0.875,1.625,17.125,0.4325,1.49,31.5,17.41375,82.765625,88.451875,150.495,357.9375,0.238125,0.0946875,0.32625,4.658681814,4.843468673,5.614450788,83.11415637,83.88257352,90.76800065,2.64,16,92,187.7375296
0.23125,14.0938135,6.75,0.92125,6.75,1.375,-0.875,1.625,17.125,0.4325,1.49,31.5,17.41375,82.765625,88.451875,150.495,357.9375,0.238125,0.0946875,0.32625,4.722600164,4.749962608,5.822382212,89.9347306,89.12482975,80.746447,2.64,16,92,187.7375296
0.23125,14.0938135,6.75,0.92125,6.75,1.375,-0.875,1.625,17.125,0.4325,1.49,31.5,17.41375,82.765625,88.451875,150.495,357.9375,0.238125,0.0946875,0.32625,4.797587838,4.80443362,5.515013184,81.91199435,82.85454415,92.94434068,2.64,16,92,187.7375296
