name,component,cell volume,cell density,electron density,element number,lattice constants a,lattice constants b,lattice constants c,atomic radii (empirical),atomic radii (clementi),ionic radii (pauling),ionic radii (shannon),covalent radii,covalent radii (sigle bond),covalent radii (double bond),Van der Waals radius,metal radii (waber),valence electron distance (schubert),core electron distance (schubert),pseudo-potential radii (zunger),first ionization energy,second ionization energy,third ionization energy,electronic affinity,atomization enthalpy,vaporization enthalpy,fusion enthalpy,cohesive energy (Brewer),total energy,electron number,valence electron number,s,p,d,f,effective nuclear charge (slater),effective nuclear charge (clementi),periodic number,group number,electronegativity (martynov&batsanov),electronegativity (pauling),electronegativity (alfred-rochow),modulus compression,thermal conductivity,specific heat,temperature melting,temperature boiling,"atomic volume (villars,daams)","atomic weight (villars,daams)",atomic density,Orbital energy 1s,Orbital energy 2s,Orbital energy 2p,Orbital energy 3s,Orbital energy 3p,Orbital energy 3d,Orbital energy 4s,Orbital energy 4p,Orbital energy 4d,Orbital energy 4f,Orbital energy 5s,Orbital energy 5p,Orbital energy 5d,Orbital energy 5f,Orbital energy 6s,Orbital energy 6p,Orbital energy 6d,Orbital energy 6f,Orbital energy 7s,lowest energy of the atomic orbitals,2nd lowest energy of the atomic orbitals
abbrTex,$com$,$V_c$,$\rho_c$,$\rho_e$,n,$a$,$b$,$c$,$r_{ae}$,$r_{ac}$,$r_{ip}$,$r_{is}$,$r_{c}$,$r_{csb}$,$r_{cdb}$,$r_{vdw}$,$r_m$,$d_{ve}$,$d_{ce}$,$r_{pp}$,$IE_1$,$IE_2$,$IE_3$,$EA$,$H_a$,$H_v$,$H_f$,$E_{coh}$,$E_{tot}$,$e$,$VEC$,$s$,$p$,$d$,$f$,$N_{cs}$,$N_{cc}$,$N_p$,$N_g$,$\chi_m$,$\chi_p$,$\chi_a$,$E_p$,$T_c$,$H_s$,$T_m$,$T_b$,$V_a$,$m$,$\rho_a$,$OB_{1s}$,$OB_{2s}$,$OB_{2p}$,$OB_{3s}$,$OB_{3p}$,$OB_{3d}$,$OB_{4s}$,$OB_{4p}$,$OB_{4d}$,$OB_{4f}$,$OB_{5s}$,$OB_{5p}$,$OB_{5d}$,$OB_{5f}$,$OB_{6s}$,$OB_{6p}$,$OB_{6d}$,$OB_{6f}$,$OB_{7s}$,$E_{low}$,$E_{low2}$
abbr,com,V_c,rho_c,rho_e,n,a,b,c,rae,rac,rip,ris,rc,rcsb,rcdb,rvdw,rm,dve,dce,rpp,IE1,IE2,IE3,EA,Ha,Hv,Hf,Ecoh,Etot,e,VEC,s,p,d,f,Ncs,Ncc,Np,Ng,Xm,Xp,Xa,Ep,Tc,Hs,Tm,Tb,Va,m,rho_a,OB_1s,OB_2s,OB_2p,OB_3s,OB_3p,OB_3d,OB_4s,OB_4p,OB_4d,OB_4f,OB_5s,OB_5p,OB_5d,OB_5f,OB_6s,OB_6p,OB_6d,OB_6f,OB_7s,Elow,Elow2
